StudentID,TestForm,location,yearLevel
12406,9,-0.317,4
12407,9,0.145,5
12408,9,-0.914,4
12409,9,-1.446,4
12410,9,0.879,5
12411,9,-0.086,6
12412,9,-0.086,6
12413,9,0.145,6
12414,9,-0.202,6
12415,9,1.45,4
12416,9,-0.317,4
12417,9,1.297,4
12418,9,-0.202,6
12419,9,-0.202,5
12420,9,-0.67,4
12421,9,0.145,6
12422,9,1.613,5
12423,9,0.749,5
12424,9,1.151,6
12425,9,-0.086,4
12426,9,-0.086,4
12427,9,1.012,6
12428,9,-0.317,4
12429,9,-0.202,4
12430,9,-0.086,4
12431,9,-0.67,4
12432,9,-0.551,5
12433,9,1.297,5
12434,9,0.624,4
12435,9,0.381,4
12436,9,0.879,4
12437,9,-0.67,5
12438,9,-0.317,4
12439,9,-1.171,5
12440,9,0.029,5
12441,9,-0.086,4
12442,9,-1.04,5
12443,9,-0.67,5
12444,9,-1.593,5
12445,9,-1.04,5
12446,9,0.145,5
12447,9,-0.086,4
12448,9,0.381,4
12449,9,-0.67,5
12450,9,-0.914,4
12451,9,0.262,4
12452,9,-0.202,5
12453,9,-3.04,4
12454,9,1.613,6
12455,9,-0.551,4
12456,9,0.501,4
12457,9,0.381,4
12458,9,-0.202,4
12459,9,-0.202,4
12460,9,-0.914,6
12461,9,0.501,4
12462,9,0.029,4
12463,9,0.029,5
12464,9,1.45,6
12465,9,0.029,5
12466,9,0.501,5
12467,9,1.151,6
12468,9,0.145,6
12469,9,0.262,4
12470,9,1.297,6
12471,9,-1.305,5
12472,9,0.145,6
12473,9,-0.202,4
12474,9,-1.305,4
12475,9,0.029,4
12476,9,0.262,5
12477,9,-0.086,5
12478,9,-0.202,4
12479,9,-1.04,5
12480,9,0.624,6
12481,9,0.624,5
12482,9,-0.317,4
12483,9,0.381,5
12484,9,0.262,6
12485,9,-0.202,4
12486,9,-1.171,4
12487,9,0.749,6
12488,9,-0.202,4
12489,9,0.145,5
12490,9,1.979,5
12491,9,0.381,5
12492,9,-1.305,5
12493,9,1.297,6
12494,9,-0.914,4
12495,9,-0.551,5
12496,9,0.262,4
12497,9,-0.433,4
12498,9,-0.086,4
12499,9,0.749,5
12500,9,0.145,5
12501,9,0.381,4
12502,9,0.029,5
12503,9,1.151,5
12504,9,-0.67,5
12505,9,-0.551,5
12506,9,0.145,4
12507,9,0.262,4
12508,9,-0.086,4
12509,9,-0.551,6
12510,9,0.145,5
12511,9,-0.202,4
12512,9,1.45,5
12513,9,-0.433,4
12514,9,-0.433,4
12515,9,-0.317,5
12516,9,-0.317,5
12517,9,-0.433,4
12518,9,1.297,6
12519,9,0.749,6
12520,9,0.029,4
12521,9,-0.433,4
12522,9,-0.202,4
12523,9,-0.086,4
12524,9,0.029,6
12525,9,-0.202,4
12526,9,-0.202,5
12527,9,0.145,5
12528,9,0.145,4
12529,9,-1.171,5
12530,9,-0.914,6
12531,9,0.624,5
12532,9,0.381,5
12533,9,-0.317,4
12534,9,0.381,4
12535,9,1.012,6
12536,9,-1.04,5
12537,9,-0.551,4
12538,9,0.501,4
12539,9,-0.79,4
12540,9,-0.202,5
12541,9,0.749,5
12542,9,-0.202,4
12543,9,0.624,4
12544,9,2.191,6
12545,9,-0.433,6
12546,9,0.145,4
12547,9,-0.086,6
12548,9,0.879,4
12549,9,0.262,4
12550,9,0.262,5
12551,9,1.151,6
12552,9,1.012,5
12553,9,0.749,6
12554,9,1.613,6
12555,9,0.029,6
12556,9,0.624,5
12557,9,1.297,6
12558,9,0.381,4
12559,9,-1.171,4
12560,9,-1.04,4
12561,9,-0.317,5
12562,9,1.45,5
12563,9,-2.094,4
12564,9,-0.914,5
12565,9,-0.086,5
12566,9,-0.551,6
12567,9,-0.202,4
12568,9,-1.305,4
12569,9,0.749,5
12570,9,0.381,6
12571,9,0.749,4
12572,9,0.501,6
12573,9,-0.202,5
12574,9,-0.317,5
12575,9,0.624,5
12576,9,-0.086,5
12577,9,-0.79,4
12578,9,1.45,4
12579,9,-0.79,5
12580,9,-0.67,6
12581,9,0.879,4
12582,9,1.012,5
12583,9,-0.79,5
12584,9,0.624,6
12585,9,-0.914,4
12586,9,0.381,4
12587,9,0.624,4
12588,9,1.151,6
12589,9,0.381,6
12590,10,1.391,6
12591,10,-0.318,4
12592,10,0.516,5
12593,10,0.254,5
12594,10,1.518,5
12595,10,2.05,6
12596,10,2.05,4
12597,10,0.769,5
12598,10,0.119,5
12599,10,1.391,5
12600,10,-0.318,4
12601,10,2.05,6
12602,10,1.266,4
12603,10,0.516,5
12604,10,1.142,5
12605,10,0.643,6
12606,10,1.018,6
12607,10,1.142,4
12608,10,0.643,5
12609,10,0.643,6
12610,10,1.142,6
12611,10,0.643,5
12612,10,0.387,4
12613,10,1.778,5
12614,10,1.142,5
12615,10,0.387,5
12616,10,1.142,4
12617,10,1.647,5
12618,10,1.391,6
12619,10,0.769,4
12620,10,1.266,6
12621,10,1.647,5
12622,10,0.119,4
12623,10,0.119,6
12624,10,-0.318,4
12625,10,-0.021,4
12626,10,1.142,5
12627,10,1.518,5
12628,10,0.119,4
12629,10,-2.475,6
12630,10,0.516,5
12631,10,0.516,5
12632,10,0.516,5
12633,10,2.193,4
12634,10,0.643,5
12635,10,2.05,6
12636,10,0.254,4
12637,10,0.894,5
12638,10,0.387,5
12639,10,1.647,5
12640,10,0.119,4
12641,10,1.778,6
12642,10,-0.318,6
12643,10,1.142,5
12644,10,0.119,4
12645,10,1.018,6
12646,10,1.266,5
12647,10,-0.021,5
12648,10,2.342,5
12649,10,0.254,4
12650,10,0.769,5
12651,10,2.342,4
12652,10,-0.476,4
12653,10,1.018,4
12654,10,1.018,4
12655,10,1.391,4
12656,10,1.142,4
12657,10,0.516,4
12658,10,0.387,6
12659,10,1.018,5
12660,10,0.769,4
12661,10,1.018,5
12662,10,1.018,4
12663,10,-0.021,5
12664,10,1.142,5
12665,10,1.518,6
12666,10,0.894,6
12667,10,0.643,6
12668,10,0.119,4
12669,10,0.516,5
12670,10,0.516,5
12671,10,1.778,4
12672,10,1.391,6
12673,10,0.387,4
12674,10,1.647,5
12675,10,0.769,4
12676,10,-0.318,5
12677,10,1.142,5
12678,10,1.018,6
12679,10,-0.166,4
12680,10,1.778,4
12681,10,1.266,5
12682,10,0.516,4
12683,10,1.518,6
12684,10,1.647,6
12685,10,1.142,5
12686,10,0.894,6
12687,10,1.266,4
12688,10,0.254,5
12689,10,1.778,4
12690,10,1.266,4
12691,10,1.018,5
12692,10,0.387,5
12693,10,-0.318,5
12694,10,0.894,5
12695,10,0.119,4
12696,10,0.387,5
12697,10,1.142,4
12698,10,2.05,6
12699,10,0.769,5
12700,10,1.018,4
12701,10,0.119,6
12702,10,1.018,5
12703,10,0.894,5
12704,10,1.142,4
12705,10,-0.166,4
12706,10,1.018,5
12707,10,0.894,6
12708,10,1.266,4
12709,10,0.643,5
12710,10,1.018,4
12711,10,1.778,4
12712,10,0.769,6
12713,10,1.266,6
12714,10,0.643,4
12715,10,1.018,5
12716,10,1.391,6
12717,10,0.516,4
12718,10,0.643,5
12719,10,1.518,5
12720,10,0.119,4
12721,10,1.391,6
12722,10,0.643,5
12723,10,1.647,5
12724,10,1.142,4
12725,10,1.142,6
12726,10,0.387,4
12727,10,1.391,4
12728,10,1.142,5
12729,10,2.05,5
12730,10,-0.021,4
12731,10,0.254,5
12732,10,1.142,5
12733,10,0.769,6
12734,10,1.018,4
12735,10,0.516,4
12736,10,0.254,5
12737,10,1.018,4
12738,10,-0.476,4
12739,10,0.516,4
12740,10,0.516,5
12741,10,-0.021,6
12742,10,-0.021,4
12743,10,1.266,4
12744,10,0.387,5
12745,10,1.018,6
12746,10,1.647,5
12747,10,0.894,5
12748,10,0.769,4
12749,10,1.391,6
12750,10,-0.644,6
12751,10,-0.166,4
12752,10,0.516,4
12753,10,1.647,6
12754,10,1.778,5
12755,10,1.518,5
12756,10,0.387,4
12757,10,0.387,6
12758,10,0.769,5
12759,10,-0.318,4
12760,10,-0.476,4
12761,10,1.266,4
12762,10,2.342,6
12763,10,1.778,6
12764,10,0.894,6
12765,10,0.769,5
12766,10,1.018,6
12767,10,-0.476,4
12768,10,0.894,4
12769,10,1.018,5
12770,10,0.516,4
12771,10,1.518,5
12772,10,-0.476,4
12773,10,-0.824,6
12774,10,1.142,4
12775,10,0.387,6
12776,10,0.119,4
12777,10,1.778,6
12778,10,1.647,4
12779,10,-0.318,4
12780,10,0.516,5
12781,10,1.142,5
12782,10,0.894,5
12783,10,0.387,4
12784,10,1.018,5
12785,10,0.643,4
12786,10,1.018,4
12787,10,-0.476,4
12788,10,1.647,5
12789,10,-0.318,5
12790,10,0.119,5
12791,10,2.499,6
12792,10,0.894,4
12793,10,0.119,4
12794,10,0.894,6
12795,10,0.516,5
12796,10,0.643,4
12797,10,0.643,4
12798,10,1.018,6
12799,10,-0.166,4
12800,10,0.254,5
12801,10,0.894,6
12802,10,1.142,5
12803,10,1.518,4
12804,10,0.643,4
12805,10,0.387,6
12806,10,0.894,4
12807,10,1.142,4
12808,10,0.387,4
12809,10,-0.166,4
12810,10,0.119,6
12811,10,-0.166,4
12812,10,0.387,4
12813,10,0.119,4
12814,10,-0.476,4
12815,10,1.018,4
12816,10,1.266,6
12817,10,1.391,4
12818,10,2.05,5
12819,10,0.254,4
12820,10,0.769,5
12821,10,0.769,5
12822,10,0.254,5
12823,10,0.894,5
12824,10,0.643,5
12825,10,0.387,6
12826,10,-0.318,4
12827,10,-0.166,4
12828,10,0.387,4
12829,10,1.266,5
12830,10,1.018,5
12831,10,1.266,4
12832,10,0.387,4
12833,10,-0.476,4
12834,10,0.643,5
12835,10,-0.021,4
12836,10,0.119,4
12837,10,0.643,4
12838,10,-0.021,4
12839,10,1.647,5
12840,10,0.894,4
12841,10,0.769,4
12842,10,0.254,4
12843,10,2.05,4
12844,10,1.778,4
12845,10,1.142,4
12846,10,0.894,4
12847,10,1.142,6
12848,10,1.912,5
12849,10,1.391,6
12850,10,2.193,5
12851,10,0.516,6
12852,10,1.778,6
12853,10,1.266,4
12854,10,2.193,6
12855,10,0.516,5
12856,10,-0.166,4
12857,10,0.119,4
12858,10,0.643,4
12859,10,0.643,4
12860,10,0.516,5
12861,10,1.518,5
12862,10,1.518,4
12863,10,2.193,6
12864,10,1.018,5
12865,10,1.647,5
12866,10,1.518,4
12867,10,1.018,4
12868,10,0.387,4
12869,10,-0.644,4
12870,10,0.516,5
12871,10,0.516,4
12872,10,-0.021,4
12873,10,0.643,4
12874,10,0.119,4
12875,10,0.894,5
12876,10,0.516,6
12877,10,1.266,5
12878,10,-0.318,4
12879,10,0.254,5
12880,10,0.254,4
12881,10,1.266,5
12882,10,1.266,4
12883,10,0.643,4
12884,10,1.018,6
12885,10,1.266,4
12886,10,0.643,5
12887,10,-1.018,4
12888,10,1.391,4
12889,11,-1.296,5
12890,11,-0.086,4
12891,11,-0.21,4
12892,11,-0.998,4
12893,11,0.541,5
12894,11,0.162,5
12895,11,1.083,6
12896,11,0.287,4
12897,11,-1.627,4
12898,11,0.671,6
12899,11,-0.723,5
12900,11,-0.723,5
12901,11,0.038,5
12902,11,0.541,6
12903,11,1.547,4
12904,11,-1.144,6
12905,11,-0.336,4
12906,11,0.805,5
12907,11,-0.336,5
12908,11,1.385,6
12909,11,-0.463,5
12910,11,0.942,5
12911,11,-0.21,4
12912,11,-0.859,4
12913,11,-0.723,4
12914,11,-0.21,4
12915,11,-0.21,6
12916,11,-0.998,4
12917,11,-2.477,4
12918,11,-1.144,6
12919,11,0.038,4
12920,11,0.805,6
12921,11,-0.591,4
12922,11,0.038,5
12923,11,0.287,4
12924,11,1.083,5
12925,11,-0.21,5
12926,11,-0.859,4
12927,11,1.547,6
12928,11,0.162,4
12929,11,0.541,4
12930,11,-1.627,4
12931,11,1.083,6
12932,11,-1.627,4
12933,11,0.805,4
12934,11,0.287,6
12935,11,-1.144,5
12936,11,-0.21,4
12937,11,0.287,5
12938,11,0.671,5
12939,11,0.671,5
12940,11,0.541,4
12941,11,-0.723,4
12942,11,-0.723,4
12943,11,-0.249,4
12944,11,-0.859,5
12945,11,0.805,6
12946,11,-0.859,4
12947,11,-0.21,6
12948,11,0.671,5
12949,11,-1.456,4
12950,11,0.287,4
12951,11,0.671,5
12952,11,-0.336,5
12953,11,-0.086,4
12954,11,-0.21,5
12955,11,-0.723,4
12956,11,-0.21,4
12957,11,-0.336,4
12958,11,0.541,4
12959,11,-0.859,4
12960,11,-0.591,4
12961,11,0.413,5
12962,11,0.541,5
12963,11,1.547,6
12964,11,0.038,4
12965,11,0.805,4
12966,11,1.231,5
12967,11,0.162,4
12968,11,1.083,4
12969,11,-0.998,5
12970,11,0.162,4
12971,11,1.231,6
12972,11,-0.998,4
12973,11,0.162,6
12974,11,-0.723,4
12975,11,-1.296,4
12976,11,0.671,4
12977,11,-0.591,4
12978,11,0.671,5
12979,11,0.541,4
12980,11,0.162,4
12981,11,1.385,5
12982,11,1.083,5
12983,11,-0.723,5
12984,11,-0.336,4
12985,11,-0.086,5
12986,11,-1.144,5
12987,11,-0.086,4
12988,11,0.541,5
12989,11,0.413,4
12990,11,0.413,5
12991,11,-0.086,4
12992,11,-0.591,6
12993,11,-1.627,6
12994,11,2.331,6
12995,11,1.083,5
12996,11,0.162,4
12997,11,-0.859,4
12998,11,0.541,4
12999,11,0.287,6
13000,11,1.906,6
13001,11,-0.998,4
13002,11,0.038,6
13003,11,-0.336,4
13004,11,2.108,6
13005,11,-0.21,4
13006,11,0.038,5
13007,11,-0.086,4
13008,11,0.541,6
13009,11,1.906,5
13010,11,-2.009,6
13011,11,0.413,4
13012,11,1.385,6
13013,11,-0.21,5
13014,11,-0.336,4
13015,11,-0.086,4
13016,11,-0.723,4
13017,11,0.287,6
13018,11,-1.456,5
13019,11,0.287,5
13020,11,1.083,5
13021,11,0.541,4
13022,11,0.413,6
13023,11,0.413,5
13024,11,-0.463,5
13025,11,0.413,5
13026,11,1.547,6
13027,11,-0.859,4
13028,11,-0.998,4
13029,11,0.038,6
13030,11,0.038,4
13031,11,-0.591,6
13032,11,1.083,5
13033,11,1.906,5
13034,11,-0.463,5
13035,11,-0.086,5
13036,11,-0.463,6
13037,11,-0.086,4
13038,11,-1.296,5
13039,11,0.541,5
13040,11,1.231,5
13041,11,-0.591,6
13042,11,0.038,6
13043,11,1.231,5
13044,11,0.038,5
13045,11,1.083,4
13046,11,-1.144,5
13047,11,1.231,6
13048,11,-0.723,5
13049,11,0.413,4
13050,11,-0.859,4
13051,11,0.805,5
13052,11,0.162,6
13053,11,-0.998,4
13054,11,1.325,5
13055,11,-0.086,5
13056,11,0.038,4
13057,11,-0.21,4
13058,11,0.541,6
13059,11,-0.21,4
13060,11,0.942,6
13061,11,0.942,4
13062,11,0.942,6
13063,11,-2.009,4
13064,11,0.541,6
13065,11,-1.81,4
13066,11,0.162,5
13067,11,0.413,6
13068,11,0.671,4
13069,11,0.038,4
13070,11,0.038,6
13071,11,0.541,6
13072,11,-1.144,4
13073,11,0.671,6
13074,11,0.942,5
13075,11,1.547,5
13076,11,0.162,5
13077,11,0.038,5
13078,11,0.287,4
13079,11,0.162,4
13080,11,-0.723,5
13081,11,-1.456,5
13082,11,0.671,5
13083,11,-1.296,5
13084,11,-0.336,4
13085,11,0.671,4
13086,11,0.805,4
13087,11,-0.21,5
13088,11,-0.463,5
13089,11,-0.591,4
13090,11,0.413,6
13091,11,-1.627,4
13092,11,0.541,4
13093,11,0.413,4
13094,11,-0.591,6
13095,11,-0.463,4
13096,11,-0.389,5
13097,11,-0.998,5
13098,11,0.541,6
13099,11,0.671,6
13100,11,-0.086,5
13101,11,0.038,4
13102,11,1.083,5
13103,11,0.038,5
13104,11,-0.336,6
13105,11,-0.086,5
13106,11,-0.086,4
13107,11,-0.21,5
13108,11,-0.21,5
13109,11,-0.21,5
13110,11,0.805,5
13111,11,-0.21,5
13112,11,-1.627,4
13113,11,-0.336,4
13114,11,0.162,5
13115,11,0.541,4
13116,11,-0.859,4
13117,11,0.671,6
13118,11,-1.144,6
13119,11,0.287,6
13120,11,-0.21,5
13121,11,0.413,5
13122,11,-0.591,5
13123,11,-1.296,6
13124,11,0.287,6
13125,11,-0.723,4
13126,11,0.162,5
13127,11,-0.591,6
13128,11,0.541,5
13129,11,-1.144,4
13130,11,0.805,6
13131,11,1.385,6
13132,11,0.287,5
13133,11,0.671,6
13134,11,0.942,6
13135,11,-0.591,4
13136,11,-0.859,5
13137,11,0.038,4
13138,11,0.942,6
13139,11,-0.21,4
13140,11,-0.336,4
13141,11,-0.086,6
13142,11,-0.859,4
13143,11,0.038,4
13144,11,0.413,4
13145,11,1.385,5
13146,11,0.671,5
13147,11,0.413,4
13148,11,0.038,5
13149,11,-0.336,6
13150,11,0.038,4
13151,11,-1.144,4
13152,11,-0.336,4
13153,11,0.038,5
13154,11,-1.81,4
13155,11,-0.723,4
13156,11,0.038,4
13157,11,-0.463,4
13158,11,1.083,5
13159,11,0.942,6
13160,11,-0.723,4
13161,11,0.671,6
13162,11,0.413,5
13163,11,-0.336,6
13164,11,1.083,4
13165,11,-0.591,5
13166,11,0.038,5
13167,11,0.541,4
13168,11,0.541,5
13169,11,-0.723,6
13170,11,1.547,5
13171,11,-0.591,4
13172,11,0.541,5
13173,11,-0.859,4
13174,11,-0.336,4
13175,11,1.385,5
13176,11,0.287,5
13177,11,-1.296,4
13178,11,-0.463,5
13179,11,1.906,6
13180,11,-0.723,4
13181,11,-0.998,4
13182,11,-0.21,5
13183,11,1.906,5
13184,11,-0.723,4
13185,11,0.162,4
13186,11,-0.336,4
13187,11,-0.336,4
13188,11,1.385,6
13189,11,-0.086,4
13190,11,-0.591,6
13191,11,-1.144,4
13192,11,0.942,5
13193,11,-0.463,4
13194,11,0.038,4
13195,11,1.083,6
13196,11,-1.144,5
13197,11,0.162,6
13198,11,0.413,5
13199,11,0.541,4
13200,11,0.162,5
13201,11,-0.21,4
13202,11,0.541,6
13203,11,0.541,6
13204,11,0.942,5
13205,11,-0.859,5
13206,11,-0.998,4
13207,11,-0.859,4
13208,11,-0.591,5
13209,11,0.413,6
13210,11,0.413,6
13211,11,0.805,5
13212,11,1.547,4
13213,11,-1.81,4
13214,11,-0.723,4
13215,11,0.038,4
13216,11,-1.456,5
13217,11,1.906,5
13218,11,0.671,5
13219,11,-0.859,4
13220,11,1.083,4
13221,11,-1.627,4
13222,11,0.162,4
13223,11,1.547,5
13224,11,-0.086,5
13225,11,0.671,5
13226,11,0.671,5
13227,11,-1.81,4
13228,11,1.385,5
13229,11,-0.086,4
13230,11,-0.086,5
13231,11,-0.591,4
13232,11,0.541,6
13233,11,0.413,5
13234,11,0.942,4
13235,11,0.942,5
13236,11,0.541,4
13237,11,-0.591,5
13238,11,-2.477,4
13239,11,0.413,4
13240,11,0.541,6
13241,11,-0.591,4
13242,11,1.231,6
13243,11,-1.296,4
13244,11,-0.723,6
13245,11,1.547,4
13246,11,-2.009,4
13247,11,-0.998,4
13248,11,-0.336,4
13249,11,0.541,5
13250,11,-0.336,5
13251,11,0.038,5
13252,11,-0.859,4
13253,11,-0.859,4
13254,11,1.231,6
13255,11,0.805,4
13256,11,-0.723,4
13257,11,0.413,4
13258,11,-0.723,4
13259,11,0.413,4
13260,11,-0.086,5
13261,11,2.108,6
13262,11,1.083,5
13263,11,-0.336,4
13264,11,0.671,6
13265,11,0.287,5
13266,11,-0.21,6
13267,11,1.547,4
13268,11,0.413,4
13269,11,1.083,5
13270,11,1.721,5
13271,11,-0.086,4
13272,11,-0.21,4
13273,11,0.413,5
13274,11,0.671,5
13275,11,0.287,4
13276,11,1.231,6
13277,11,0.671,5
13278,11,-0.21,4
13279,11,-0.21,5
13280,11,0.805,4
13281,11,-0.336,4
13282,11,0.805,5
13283,11,-0.336,4
13284,11,-0.859,5
13285,11,0.541,5
13286,11,-0.723,5
13287,12,-1.654,4
13288,12,-1.979,4
13289,12,-0.712,5
13290,12,-0.468,4
13291,12,-1.979,6
13292,12,-0.226,5
13293,12,0.139,4
13294,12,0.139,5
13295,12,0.016,5
13296,12,-0.226,6
13297,12,-0.963,5
13298,12,-2.16,5
13299,12,0.016,4
13300,12,-0.347,4
13301,12,-1.092,4
13302,12,-0.226,6
13303,12,0.139,5
13304,12,-0.837,4
13305,12,-0.105,4
13306,12,-0.347,6
13307,12,-1.811,6
13308,12,-0.963,4
13309,12,1.216,5
13310,12,-0.105,5
13311,12,-1.654,4
13312,12,-0.347,6
13313,12,0.016,5
13314,12,-0.589,4
13315,12,-0.347,4
13316,12,-0.963,5
13317,12,-1.225,4
13318,12,-0.468,5
13319,12,0.262,6
13320,12,0.388,4
13321,12,-0.963,5
13322,12,0.139,5
13323,12,-1.363,5
13324,12,-0.226,4
13325,12,-0.712,4
13326,12,-0.589,6
13327,12,-0.837,4
13328,12,0.262,5
13329,12,0.139,5
13330,12,-0.589,5
13331,12,0.516,4
13332,12,0.139,6
13333,12,-1.811,4
13334,12,-0.712,5
13335,12,-0.226,4
13336,12,-0.589,4
13337,12,-0.468,6
13338,12,0.016,5
13339,12,-0.963,4
13340,12,0.262,6
13341,12,0.921,6
13342,12,-0.589,6
13343,12,-0.837,5
13344,12,-0.712,6
13345,12,-1.225,4
13346,12,-1.979,5
13347,12,0.262,4
13348,12,-0.468,5
13349,12,-0.963,5
13350,12,-0.589,4
13351,12,-0.589,6
13352,12,0.139,5
13353,12,-0.589,4
13354,12,-0.712,5
13355,12,0.262,5
13356,12,0.139,4
13357,12,0.782,5
13358,12,-1.092,4
13359,12,-1.505,4
13360,12,-0.105,4
13361,12,-0.712,6
13362,12,-0.226,4
13363,12,-1.225,5
13364,12,-1.092,5
13365,12,0.016,5
13366,12,-0.712,4
13367,12,0.516,4
13368,12,-1.811,4
13369,12,0.016,4
13370,12,-1.811,6
13371,12,1.539,5
13372,12,-0.347,5
13373,12,-0.226,4
13374,12,-0.712,4
13375,12,-0.468,4
13376,12,-0.712,5
13377,12,-0.468,4
13378,12,0.648,4
13379,12,-1.654,6
13380,12,-2.16,5
13381,12,-0.837,6
13382,12,-1.225,4
13383,12,-0.837,4
13384,12,0.262,4
13385,12,-0.837,4
13386,12,0.016,4
13387,12,-0.468,5
13388,12,0.262,4
13389,12,-0.347,6
13390,12,-0.712,5
13391,12,-1.811,4
13392,12,-1.092,4
13393,12,-1.505,4
13394,12,-0.837,5
13395,12,-0.468,5
13396,12,-0.347,4
13397,12,-0.589,5
13398,12,-0.963,4
13399,12,-1.363,6
13400,12,-1.811,4
13401,12,0.016,5
13402,12,-0.963,4
13403,12,-1.363,4
13404,12,-1.811,5
13405,12,-1.505,4
13406,12,-1.225,4
13407,12,-1.363,4
13408,12,0.139,6
13409,12,-1.654,4
13410,12,-0.712,4
13411,12,-1.092,5
13412,12,-1.225,4
13413,12,-0.712,4
13414,12,-0.105,4
13415,12,0.648,4
13416,12,-0.963,5
13417,12,-1.225,5
13418,12,-0.712,4
13419,12,-0.963,4
13420,12,-0.226,5
13421,12,-0.105,5
13422,12,0.388,5
13423,12,-0.837,6
13424,12,0.016,5
13425,12,-0.347,5
13426,12,-0.347,5
13427,12,0.921,6
13428,12,-1.225,6
13429,12,-0.226,5
13430,12,-0.105,6
13431,12,-0.712,4
13432,12,0.388,6
13433,12,-1.505,4
13434,12,-1.225,4
13435,12,-1.363,4
13436,12,-0.226,4
13437,12,-1.225,4
13438,12,0.388,6
13439,12,-1.363,4
13440,12,-0.105,5
13441,12,-1.363,5
13442,12,0.262,6
13443,12,0.016,5
13444,12,0.516,6
13445,12,-1.654,4
13446,12,-0.226,6
13447,12,-0.347,6
13448,12,-0.468,4
13449,12,0.016,4
13450,12,0.016,5
13451,12,-0.963,4
13452,12,-1.979,5
13453,12,-1.225,6
13454,12,0.016,6
13455,12,-0.963,5
13456,12,-0.226,5
13457,12,-1.225,4
13458,12,0.139,4
13459,12,-1.092,6
13460,12,-0.589,6
13461,12,0.388,5
13462,12,-0.837,6
13463,12,-0.226,5
13464,12,-1.225,5
13465,12,0.016,5
13466,12,-2.579,4
13467,12,-1.654,4
13468,12,-1.979,4
13469,12,0.388,4
13470,12,-1.811,4
13471,12,-0.105,5
13472,12,-0.837,4
13473,12,0.139,4
13474,12,0.921,6
13475,12,-0.226,4
13476,12,-0.347,5
13477,12,-1.225,5
13478,12,-0.963,4
13479,12,-0.468,4
13480,12,0.388,5
13481,12,0.262,6
13482,12,0.016,6
13483,12,0.921,5
13484,12,0.648,6
13485,12,-0.468,6
13486,12,-1.092,4
13487,12,-0.226,5
13488,12,1.373,5
13489,12,0.388,6
13490,12,-0.837,4
13491,12,-1.225,4
13492,12,-0.105,5
13493,12,-1.092,6
13494,12,0.139,6
13495,12,-0.712,4
13496,12,1.066,6
13497,12,-0.712,4
13498,12,-1.979,4
13499,12,-0.226,6
13500,12,-1.225,4
13501,12,-0.589,5
13502,12,0.516,4
13503,12,-1.092,5
13504,12,-0.468,5
13505,12,-0.468,5
13506,12,0.139,6
13507,12,-0.347,4
13508,12,0.782,5
13509,12,-0.712,4
13510,12,-0.347,6
13511,12,-1.225,5
13512,12,-0.589,5
13513,12,-0.347,4
13514,12,-0.347,4
13515,12,0.016,4
13516,12,-0.226,5
13517,12,-0.963,4
13518,12,-1.505,5
13519,12,0.016,6
13520,12,-0.712,4
13521,12,-1.979,4
13522,12,-1.505,5
13523,12,-0.589,6
13524,12,-2.579,5
13525,12,-1.225,4
13526,12,-0.105,5
13527,12,-0.589,5
13528,12,-1.225,4
13529,12,-1.092,6
13530,12,-0.468,5
13531,12,-0.589,6
13532,12,-0.963,4
13533,12,-0.712,4
13534,12,0.388,5
13535,12,0.648,4
13536,12,-0.589,5
13537,12,-0.226,4
13538,12,-0.468,4
13539,12,-0.105,4
13540,12,-0.468,4
13541,12,-1.654,4
13542,12,0.388,5
13543,12,-0.963,6
13544,12,-1.505,4
13545,12,0.516,4
13546,12,-0.712,5
13547,12,-1.363,5
13548,12,-0.226,6
13549,12,-0.712,5
13550,12,-0.468,5
13551,12,0.782,5
13552,12,-1.225,4
13553,12,-1.505,5
13554,12,0.516,5
13555,12,-0.837,5
13556,12,-0.347,4
13557,12,0.782,6
13558,12,-0.589,4
13559,12,-1.505,5
13560,12,-1.654,6
13561,12,-1.092,4
13562,12,-1.363,5
13563,12,-0.963,5
13564,12,-0.837,4
13565,12,-1.505,5
13566,12,-0.105,4
13567,12,-0.347,4
13568,12,1.539,5
13569,12,-1.811,5
13570,12,-1.092,4
13571,12,-0.837,5
13572,12,-1.654,4
13573,12,0.388,5
13574,12,-1.811,4
13575,12,-1.092,4
13576,12,-0.468,4
13577,12,0.262,4
13578,12,0.388,5
13579,12,-1.363,4
13580,12,-0.347,5
13581,12,-0.837,5
13582,12,0.139,6
